LOCATION,Country,TYPE_VAR,Type of indicator,VARIABLE,Indicator,WB,Current/Future Well-being,SEX,Sex,AGE,Age,EDUCATION,Education,TIME,Time,Value,Flag Codes,Flags
KOR,Korea,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2011,2011,60.25947928,,
KOR,Korea,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2013,2013,60.25947928,,
KOR,Korea,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2014,2014,60.25947928,,
KOR,Korea,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2015,2015,60.25947928,,
KOR,Korea,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2016,2016,60.25947928,,
KOR,Korea,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2018,2018,60.25947928,,
KOR,Korea,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2019,2019,60.25947928,,
KOR,Korea,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2020,2020,60.25947928,,
KOR,Korea,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2021,2021,60.25947928,,
ISL,Iceland,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2012,2012,97.3965764,,
ISL,Iceland,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2013,2013,97.3965764,,
ISL,Iceland,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2015,2015,97.3965764,,
ISL,Iceland,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2016,2016,97.3965764,,
ISL,Iceland,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2017,2017,97.3965764,,
ISL,Iceland,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2019,2019,97.3965764,,
ISL,Iceland,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2020,2020,97.3965764,,
ISL,Iceland,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2021,2021,97.3965764,,
JPN,Japan,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2010,2010,86.74558997,,
JPN,Japan,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2011,2011,86.74558997,,
JPN,Japan,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2012,2012,86.74558997,,
JPN,Japan,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2013,2013,86.74558997,,
JPN,Japan,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2014,2014,86.74558997,,
JPN,Japan,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2015,2015,86.74558997,,
JPN,Japan,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2016,2016,86.74558997,,
JPN,Japan,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2017,2017,86.74558997,,
JPN,Japan,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2018,2018,86.74558997,,
JPN,Japan,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2019,2019,86.74558997,,
JPN,Japan,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2020,2020,86.74558997,,
RUS,Russia,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2010,2010,87.66407967,,
RUS,Russia,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2011,2011,87.66407967,,
RUS,Russia,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2012,2012,87.66407967,,
RUS,Russia,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2013,2013,87.66407967,,
RUS,Russia,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2014,2014,87.66407967,,
RUS,Russia,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2015,2015,87.66407967,,
RUS,Russia,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2016,2016,87.66407967,,
RUS,Russia,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2017,2017,87.66407967,,
RUS,Russia,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2018,2018,87.66407967,,
RUS,Russia,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2019,2019,87.66407967,,
RUS,Russia,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2020,2020,87.66407967,,
RUS,Russia,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2021,2021,87.66407967,,
CRI,Costa Rica,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2010,2010,91.15146399,,
CRI,Costa Rica,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2011,2011,91.15146399,,
CRI,Costa Rica,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2012,2012,91.15146399,,
CRI,Costa Rica,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2013,2013,91.15146399,,
CRI,Costa Rica,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2014,2014,91.15146399,,
CRI,Costa Rica,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2015,2015,91.15146399,,
CRI,Costa Rica,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2016,2016,91.15146399,,
CRI,Costa Rica,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2017,2017,91.15146399,,
CRI,Costa Rica,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2018,2018,91.15146399,,
CRI,Costa Rica,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2019,2019,91.15146399,,
CRI,Costa Rica,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2020,2020,91.15146399,,
CRI,Costa Rica,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2021,2021,91.15146399,,
CAN,Canada,HOR,Gap between groups (horizontal inequality),7_3,Satisfaction with personal relationships,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2016,2016,7.9,,
MEX,Mexico,HOR,Gap between groups (horizontal inequality),7_3,Satisfaction with personal relationships,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2014,2014,7.9,,
NOR,Norway,HOR,Gap between groups (horizontal inequality),11_1,Life satisfaction,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2013,2013,7.772532487,,
NOR,Norway,HOR,Gap between groups (horizontal inequality),11_1,Life satisfaction,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2018,2018,7.9,,
CHL,Chile,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2010,2010,77.47476101,,
CHL,Chile,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2011,2011,77.47476101,,
CHL,Chile,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2012,2012,77.47476101,,
CHL,Chile,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2013,2013,77.47476101,,
CHL,Chile,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2014,2014,77.47476101,,
CHL,Chile,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2015,2015,77.47476101,,
CHL,Chile,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2016,2016,77.47476101,,
CHL,Chile,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2017,2017,77.47476101,,
CHL,Chile,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2018,2018,77.47476101,,
CHL,Chile,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2019,2019,77.47476101,,
CHL,Chile,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2020,2020,77.47476101,,
CHL,Chile,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2021,2021,77.47476101,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),11_1,Life satisfaction,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2013,2013,6.302597649,,
CZE,Czech Republic,HOR,Gap between groups (horizontal inequality),11_1,Life satisfaction,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2018,2018,6.8,,
TUR,Türkiye,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2010,2010,74.21087027,,
TUR,Türkiye,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2011,2011,74.21087027,,
TUR,Türkiye,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2012,2012,74.21087027,,
TUR,Türkiye,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2013,2013,74.21087027,,
TUR,Türkiye,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2014,2014,74.21087027,,
TUR,Türkiye,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2015,2015,74.21087027,,
TUR,Türkiye,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2016,2016,74.21087027,,
TUR,Türkiye,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2017,2017,74.21087027,,
TUR,Türkiye,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2018,2018,74.21087027,,
TUR,Türkiye,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2019,2019,74.21087027,,
TUR,Türkiye,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2020,2020,74.21087027,,
TUR,Türkiye,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2021,2021,74.21087027,,
SVK,Slovak Republic,HOR,Gap between groups (horizontal inequality),11_1,Life satisfaction,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2013,2013,6.65254916,,
SVK,Slovak Republic,HOR,Gap between groups (horizontal inequality),11_1,Life satisfaction,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2018,2018,6.4,,
ESP,Spain,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2010,2010,88.97880316,,
ESP,Spain,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2011,2011,88.97880316,,
ESP,Spain,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2012,2012,88.97880316,,
ESP,Spain,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2013,2013,88.97880316,,
ESP,Spain,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2014,2014,88.97880316,,
ESP,Spain,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2015,2015,88.97880316,,
ESP,Spain,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2016,2016,88.97880316,,
ESP,Spain,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2017,2017,88.97880316,,
ESP,Spain,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2018,2018,88.97880316,,
ZAF,South Africa,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2010,2010,89.43508267,,
ZAF,South Africa,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2011,2011,89.43508267,,
ZAF,South Africa,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2012,2012,89.43508267,,
ZAF,South Africa,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2013,2013,89.43508267,,
ZAF,South Africa,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2014,2014,89.43508267,,
ZAF,South Africa,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2015,2015,89.43508267,,
ZAF,South Africa,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2016,2016,89.43508267,,
ZAF,South Africa,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2017,2017,89.43508267,,
ZAF,South Africa,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2018,2018,89.43508267,,
ZAF,South Africa,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2019,2019,89.43508267,,
ZAF,South Africa,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2020,2020,89.43508267,,
ZAF,South Africa,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,SECONDARY,Secondary,2021,2021,89.43508267,,
FRA,France,HOR,Gap between groups (horizontal inequality),11_1,Life satisfaction,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2013,2013,6.735588906,,
FRA,France,HOR,Gap between groups (horizontal inequality),11_1,Life satisfaction,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2018,2018,6.9,,
POL,Poland,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2010,2010,86.80023551,,
POL,Poland,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2011,2011,86.80023551,,
POL,Poland,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2012,2012,86.80023551,,
POL,Poland,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2013,2013,86.80023551,,
POL,Poland,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2014,2014,86.80023551,,
POL,Poland,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2015,2015,86.80023551,,
POL,Poland,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2016,2016,86.80023551,,
SVN,Slovenia,HOR,Gap between groups (horizontal inequality),11_1,Life satisfaction,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2013,2013,6.20428459,,
SVN,Slovenia,HOR,Gap between groups (horizontal inequality),11_1,Life satisfaction,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2018,2018,6.6,,
CHE,Switzerland,HOR,Gap between groups (horizontal inequality),11_1,Life satisfaction,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2013,2013,7.867445457,,
CHE,Switzerland,HOR,Gap between groups (horizontal inequality),11_1,Life satisfaction,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2018,2018,7.6,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),11_1,Life satisfaction,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2013,2013,7.229993562,,
BEL,Belgium,HOR,Gap between groups (horizontal inequality),11_1,Life satisfaction,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2018,2018,7.2,,
LTU,Lithuania,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2010,2010,80.04176617,,
LTU,Lithuania,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2011,2011,80.04176617,,
LTU,Lithuania,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2012,2012,80.04176617,,
LTU,Lithuania,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2013,2013,80.04176617,,
LTU,Lithuania,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2014,2014,80.04176617,,
LTU,Lithuania,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2015,2015,80.04176617,,
LTU,Lithuania,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2016,2016,80.04176617,,
LTU,Lithuania,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2017,2017,80.04176617,,
LTU,Lithuania,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2019,2019,80.04176617,,
CRI,Costa Rica,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2010,2010,94.77208853,,
CRI,Costa Rica,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2011,2011,94.77208853,,
CRI,Costa Rica,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2012,2012,94.77208853,,
CRI,Costa Rica,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2013,2013,94.77208853,,
CRI,Costa Rica,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2014,2014,94.77208853,,
CRI,Costa Rica,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2015,2015,94.77208853,,
CRI,Costa Rica,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2016,2016,94.77208853,,
CRI,Costa Rica,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2017,2017,94.77208853,,
CRI,Costa Rica,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2018,2018,94.77208853,,
CRI,Costa Rica,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2019,2019,94.77208853,,
CRI,Costa Rica,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2020,2020,94.77208853,,
CRI,Costa Rica,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2021,2021,94.77208853,,
BRA,Brazil,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2012,2012,91.88901186,,
BRA,Brazil,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2019,2019,91.88901186,,
BRA,Brazil,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2020,2020,91.88901186,,
BRA,Brazil,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,TERTIARY,Tertiary,2021,2021,91.88901186,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2010,2010,90.27580619,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2011,2011,90.27580619,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2012,2012,90.27580619,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2013,2013,90.27580619,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2014,2014,90.27580619,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2015,2015,90.27580619,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2016,2016,90.27580619,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2017,2017,90.27580619,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2018,2018,90.27580619,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2019,2019,90.27580619,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),7_1,Social support,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2020,2020,90.27580619,,
